"coorte","sigla_uf","id_municipio","instrucao","ocupacao","curso_stem","cbo_2002","cbo_agregado","cbo_agregado_nome","cbo_agregado_nome_caser.laverde.rothwell","stem_background","tenure","tenure_rais","tenure_old","situacao","sigla_partido","idade","genero","populacao","densidade","idhm","renda_pc","per_populacao_urbana","per_populacao_homens","tx_med_ch","tx_med","tx_enf_ch","tx_enf","pct_desp_recp_saude_mun","cob_esf","tx_leito_sus","ideology_party","ideology_municipality","reeleito","mulher","ens_sup","sch_non_stem_cdt","X","Y_deaths_sivep","Y_hosp","T","T_X","barreiras_sanitarias","mascaras","restricao_atv_nao_essenciais","restricao_circulacao","restricao_transporte_publico","total_nfi"
"2016","RJ","330475",6,"comerciante",.,.,.,.,.,"0",0,.,0,"deferido","PSB",38,"feminino",42210,36.7868871153685,0.639,26.332857131958,-47.0552139282227,50.2026690686704,1.35409009456635,0.734823524951935,0.566525220870972,0.711119532585144,22.37,41.72,75.8527526855469,-0.129045116,0.262640435389,FALSE,TRUE,FALSE,FALSE,-0.00405410253650484,108.978914949064,270.078180525942,0,0,1,1,1,1,0,4
"2016","PE","261390",7,"prefeito",.,.,.,.,.,"0",0,.,.,.,"PT",57,"masculino",86915,28.3059832765437,0.661,17.8352851867676,-21.1491737365723,47.9227374906336,1.67287135124207,1.03476572036743,0.882524371147156,0.868251740932465,19.16,86.55,380.603485107422,-0.618503589,0.053730658182,TRUE,FALSE,TRUE,TRUE,-0.548449392252641,142.668124029224,437.208767186331,0,0,.,.,.,.,.,.
"2016","SP","350010",7,"professor de ensino superior",1,"234105","2341","Uni. prof. of math, statistics and TI","Computer and mathematical science","1",108.000003051758,130.300003051758,130,"deferido","DEM",53,"masculino",35111,85.070645432987,0.79,37.0572357177734,-4.3368353843689,48.5466949492633,2.08178067207336,2.63716101646423,1.38450956344604,1.51923406124115,26.36,98.57,286.64794921875,0.760155427,0.367840396153,FALSE,FALSE,TRUE,TRUE,0.629419630917358,82.5951980860699,623.736151063769,1,0.629419630917358,0,1,1,1,1,4
"2016","PB","251530",7,"engenheiro",1,"214205","2142","Civil engineers","Architecture and engineering","1",12,322.9,343,"deferido","PSB",64,"masculino",52804,165.491931087814,0.569,12.1041021347046,-22.4725799560547,49.0299585781717,0.637703478336334,0.462383210659027,0.720547139644623,0.732106745243073,27.31,100,109.816009521484,-0.129045116,0.185610771429,FALSE,FALSE,TRUE,TRUE,0.536589719181342,145.82228619044,318.157715324597,1,0.536589719181342,.,.,.,.,.,.
"2016","PR","411880",7,"servidor publico municipal",.,.,.,.,.,"0",0,.,0,"deferido","PL",47,"masculino",14007,30.1838474588931,0.723,24.4637660980225,-17.8183650970459,49.4552752293578,0.396000564098358,0.430045872926712,0.774082541465759,0.788417458534241,16.77,73.32,0,0.462572066,0.21916067353,FALSE,FALSE,TRUE,TRUE,-0.0838301043219076,99.9500249875062,228.457199971443,0,0,0,1,1,1,1,4
"2016","SP","350170",7,"servidor publico municipal",.,.,.,.,.,"0",0,.,0,"deferido","PSDB",56,"masculino",41032,311.129209594006,0.751,24.2228488922119,0.261543691158295,50.1894087833425,3.05470657348633,4.41518402099609,2.40875720977783,2.69091105461121,35.67,18.31,564.307556152344,0.504912877,0.307059063561,FALSE,FALSE,TRUE,TRUE,-0.495722746216275,70.676545135504,292.454669526223,0,0,0,1,1,1,1,4
"2016","PE","261060",7,"engenheiro",1,"214205","2142","Civil engineers","Architecture and engineering","1",10.9,10.9,13,"deferido","PSD",31,"masculino",56933,200.266400751163,0.639,13.2877988815308,-27.5890979766846,48.8158230850637,0.593000769615173,0.401415914297104,0.431522101163864,0.401415914297104,17.44,100,173.338684082031,0.424576552,0.145111312975,FALSE,FALSE,TRUE,FALSE,0.274168479950264,156.324100258198,402.227179316038,1,0.274168479950264,0,1,1,1,0,3
"2016","PR","411050",6,"aposentado (exceto servidor publico)",.,.,.,.,.,"0",0,.,0,"deferido","PSC",68,"masculino",15251,16.1559810460075,0.652,31.7940921783447,-63.1654510498047,51.7041627374377,1.0491042137146,0.808298528194427,0.821770191192627,0.808298528194427,24.4,100,208.810455322266,0.565537659,0.226607635617,FALSE,FALSE,FALSE,FALSE,-0.163636363636364,65.5694708543702,183.594518392237,0,0,0,1,0,1,1,3
"2016","PA","150220",7,"engenheiro",1,"222110","2221","Agroforestry engineers","Architecture and engineering","1",12,441.600006103516,12,"deferido","DEM",60,"masculino",69431,107.944941621265,0.655,17.361946105957,-18.8063411712646,49.2861383199763,0.824057579040527,0.578806757926941,0.611086368560791,0.593647956848145,16.77,100,175.12614440918,0.760155427,0.323052351849,FALSE,FALSE,TRUE,TRUE,0.281965526112683,126.744537742507,524.261497025824,1,0.281965526112683,.,.,.,.,.,.
"2016","BA","292870",7,"deputado",.,.,.,.,.,"0",0,.,0,"deferido","PSD",40,"masculino",102380,377.834746598304,0.7,23.4698066711426,-11.5773572921753,46.9724845660084,1.96757841110229,1.19587886333466,1.16419315338135,1.08344578742981,16.71,72.05,346.498229980469,0.424576552,0.208941823055,FALSE,FALSE,TRUE,TRUE,-0.174095313426933,76.18675522563,315.491306895878,0,0,1,1,0,1,1,4
